Business_id,Business_Name,Contact_person,Local_Address,City,Pincode,State,GST_Number
IEAP5100,Infinite Enterprises,Dr. Uday Takwale,Shakambari Complex Durga Chowk,Aurangabad,444005,Maharashtra,No Data
ICBP5065,Infinity Clinic,Unknown,Bansal Hospital Chuna Bhatti Rd Shahpura Lake Shahpura,Bhopal,462016,Madhya Pradesh,No Data
ICBP5066,Infinity Pain Clinic,Dr Vinay Rode,42 Ramdas Peth  Lendra Park,Bhopal,431005,Maharashtra,No Data
ISBA5192,Infinity The Unisex Saloon,Dr. Yogesh Salphale,Opp Bank Of  Waghoba Chowk Tukum,Bhandara,462003,Maharashtra,No Data
ISCV5201,"Infinity
(No Presence In Google )",Dr. S K Tandon,Plot No C 153 Indravihar Colony Air Port Near  Girl School (,Chandrapur,431001,Madhya Pradesh,No Data
ICAH5047,Info-Chem Pest Control,Dr. Wahab,Noor Super Speciality Dental Hospital & Cancer Clinic Galli,Amravati,431003,Maharashtra,No Data
ITAN5212,Infotech Computer & Typing Institute,Dr. Richa Rupla',"Priyanka Nagar Mansarovar Dental College Road
 Kolar Road",Akola,431010,Madhya Pradesh,No Data
ITBD5216,Infra Tech,Dr Rg Nayak,Plot No. 3 Govind Garden Govindpura   Near Roshan Nursing Ho,Bela,462022,Madhya Pradesh,No Data
IRAP5184,Infradeals,Dr. Sanjay Deshpande,G-4 Kamla Tower Beside Jaswant Tuli Mall Kamptee Rd Indora S,Amravati,431005,Maharashtra,No Data
IDAN5085,Ingle Motor Driving School,Dr. Trushna Gadiwan,48 Devtale Lay Out Am Nagar,Akola,440033,Maharashtra,No Data
IPBD5173,Ingle Pest Control,Jay Ingle,"H.No. 5 Jain Nagar Colony,Near Hanuman Mandir, Karond",Bhopal,462003,Madhya Pradesh,23ABFPI3186F2ZW
IFBP5117,Inifd Bhopal,Dr. Suneel Pandey,87 Asector Banjari Society Kolar Road Kolar Road Behind,Bhopal,462042,Madhya Pradesh,No Data
ITAS5214,Ink Machine,Dr. Shardul Wargantiwar,Sanjay Gandhi Market Nagpur Rd Civil Lines Opp Pwd Office,Amravati,442402,Maharashtra,No Data
ITAS5215,Ink Machine Tattoo,Dr. Richa,No Data,Amravati,431005,Madhya Pradesh,No Data
ITAA5210,Ink Machine Tattoo Studio,Dev Sharma,"Shop No. 2, Maharaja Complex, Shegaon Naka Rd, Rathi Nagar",Amravati,444603,Maharashtra,No Data
ITNR5219,Ink Nirvan Tattoo,Dr. Ramesh Shandilya,C/0 Sharda Cilnic Nehru Nagar Road Nehru Nagar Nehru Naga,Nagpur,462003,Madhya Pradesh,No Data
ITNR5220,Inkish Doodle - The Tattoo Studio,Dr Sushil Rathi,Above Muraraka Medical New Radhakisan Plot Opp Main Hospital,Nagpur,444001,Maharashtra,No Data
IIAH5137,Innova Interiors,Cardiologist Dr. Shoeb Nadeem,No Data,Amravati,440010,Maharashtra,No Data
ISBA5193,Innovation Solutions (Marg Erp Ltd.),Dr. Swapnil,Malkapur Rd Near Gopal Superbazar Beside Baba Beer Shopee,Bhandara,444004,Maharashtra,No Data
ICND5077,Innovative Coaching Classes,Dr. Usha Wanjalkar,Shankar Nagar,Nagpur,462039,Maharashtra,No Data
IEBD5104,Innovative Event Enterprises Intrested,Dr. T N Dubey,Bungalows E29/45 Near Palash Hotel New Market,Bhopal,462003,Madhya Pradesh,No Data
IGNR5125,Innovative Graphic World,Dr. Shriram Kane,No Data,Nagpur,431005,Maharashtra,No Data
IICV5143,Innovative Institute Of Skill Development,Ms. Hemangini Biswas,"Ramala Talav Road, Hospital Ward",Chandrapur,442402,Maharashtra,No Data
IICV5144,Innovative Institute Of Skill Development And Entrepreneurship Training,Dr. Shinde,Shree Society N9 Shivaji Nagar Aurangabad Mah. 431003,Chandrapur,431003,Maharashtra,No Data
ISNM5204,Innovision Sonography And Imagine Center,Dr. Yogesh E. Patekar,"22, Woodland Towers, Old Gangapur Naka",Nagpur,422101,Maharashtra,No Data
IDND5093,Insight Imaging And Endo Vascular Clinic,Dr. Ekta Tamgadge,1St Floor Manohar Tower Infront Of Bank Of  Matoshree Squ,Nagpur,442401,Maharashtra,No Data
IPND5180,Insight Pathology,Dr. Prasant Sapate,Plot No 176 Milan Apartment Ring Road Trimurti NagarBesi,Nagpur,440022,Maharashtra,No Data
IDAA5084,Inspiration Dance Academy,Dr. Pravir Trivedi,Dhanshri Complex Above Platina Heart Hospitla Madha Colony S,Aurangabad,442402,Maharashtra,No Data
ICCA5067,Inspire Coaching Classes,Prof. Vijay Badkhal,"Near District Stadium, Opp L.T.V. School, Civil Line",Chandrapur,442401,Maharashtra,No Data
ICCV5074,Inspire Computer Education Chandrapur,Dr. Vatan Raja,Sanichara Bazar Raja Complex Behind Old Post Office Shriv,Chandrapur,480001,Madhya Pradesh,No Data
IEAK5097,Inspire English Academy,Dr. Uday Takwale,Shakambari Complex Durga Chowk Akola Ho,Akola,444001,Maharashtra,No Data
IEAK5098,Inspire English Academy,Dr. Uday Takwale,Shakambari Complex Durga Chowk Akola Ho,Akola,444001,Maharashtra,No Data
IECV5108,Inspire Institute (Iit-Jee & Neet Classes),Dr. Swanand Choudhary,C/O Care Hospital Ramdas Peth,Chandrapur,440010,Maharashtra,No Data
ICNR5082,Inspire Professional Academy,Dr. Bhushan Uplanchiwar,3Rd Floor Siddha Apartment Near Sp Clg Bazar Ward,Nagpur,431005,Maharashtra,No Data
IPBP5176,Instant Sales And Service Bhopal,Dr. Sachin Sardeshpande,Behind Sidharth Hotel Beside Tipnis Hospital Civil Lines,Bhopal,462003,Maharashtra,No Data
IEND5109,Institute Of Clinical Endocrinology & Diabet Care Unit,Dr. Suvarn Gupta,Plot No.46 Omkar Nagar Rd Near Fedx Gajanan Nagar,Nagpur,431005,Maharashtra,No Data
IRNR5188,Institute Of Cosmic Life,Sachin Sir,Darpan Jawahar Nagar Gokul Colony,Nagpur,444001,Maharashtra,No Data
IRNA5188,Institute Of Cosmic Life,Dr. Sandeep Sharma,Mig-6 Old Mla Quarters Behind Bajrang Super Bazaar North Tt,Nagpur,462023,Madhya Pradesh,No Data
IFCV5118,Institute Of Fashion Creation,Dr. Sodhi,Plot No. 5670 Osmanpura Behind Gurudwara Ground Aurangaba,Chandrapur,431005,Maharashtra,No Data
IIND5148,Institute Of Mental Health Research And Rehabilitation,Dr. Shende,Shende Hospital Chota Bazaar Chowk Main Road,Nagpur,431005,Maharashtra,No Data
INND5165,Institute Of Naturopathy Homeopathy Science And Research,Ashok Shaineshchandra,Sh264 Police Quarters D.G.Tukum Police Colony Tukum,Nagpur,441904,Maharashtra,No Data
INNA5163,Institute Of Naturopathy Homoeopathy Science & Research ( Inhsr ) Nagpur,Dr. Sharad Tripathi,Behind Preetam Hotel Chitra Talkies Rd Chhota Loharpura C,Nagpur,440008,Maharashtra,No Data
IWBD5224,Instyleway.Com,Dr Saket Mundhada,First Floor Jp House 13 Ravinagar Square,Bhopal,431005,Maharashtra,No Data
IWBP5226,Instyleway.Com The Salon,Dr Pooja Sadhwani,New Cotton Market Rd Krishna Nagar Rampuri Camp,Bhopal,444601,Maharashtra,No Data
IPBP5177,Integrated Pest Management Services,Dr Sachin Sardesh Pande,Mul Road Macchi Nala Ke Upar Madurwar Ct Scan Ke Pas,Bhopal,442401,Maharashtra,No Data
IHNG5136,Integrity Superspeciality Hospital,Dr. Pankaj Dhoble,Plot No. 05,Nagpur,440009,Maharashtra,No Data
IICV5145,Interior Designer And Structural Consultant,Er. Khushal Zamnani,No Data,Chandrapur,442401,Maharashtra,No Data
IIAS5138,Interior DesignKrishna Construction,Dr. Shoeb Ansari,First Floor Anjuman Complex G14 Sadar,Amravati,440013,Maharashtra,No Data
IINR5149,Interior Solution,Dr. Zeeshan Ahmad,Sheetal Heights Sheetal Nagar. Berasia Road Near Dig Bang,Chandrapur,462001,Madhya Pradesh,No Data
IINR5150,Interior Studio,Mr. Sahil  It Department,Phase-1Kolar Hx-6 Road Kanha Kunj Kolar Rd,Nagpur,431005,Madhya Pradesh,No Data
ICAP5051,International Homoeopathy Clinic,Dr. Shashank Kharwade,Uday Nagar Krishna Multi Specialty Dental And Orthodontic Ce,Aurangabad,462016,Maharashtra,No Data
IFBP5114,International Institute Of Fashion Technology,Dr. Sarika Agrawal,N.O-42 Wardha Road Opposite Sai Mandir Pragati Colony,Bhopal,431005,Maharashtra,No Data
IFBD5114,International Institute Of Fashion Technology,Vishal Talrej,"1St Floor, 131/11, Above Apex Bank, Opposite Time Institute",Bhopal,462011,Madhya Pradesh,No Data
ISND5202,International School,Dr. Ruchir Varshney,"Shivani Complex Hoshangabad Road
 Vidya Nagar In Front Of Ba",Nagpur,431009,Madhya Pradesh,No Data
ISND5203,International School Of Design,Dr. Sunil Rao,Plot Nos. 3 4 5 & 6 Niwara Co-Operative Housing Society Und,Bhopal,431005,Maharashtra,No Data
IIBA5139,Intouch Interio,Dr. Shiv Dubey,Nirupam Shopping Complex Opposite Ci Hyundai Near Ashima M,Bilaspur,462043,Madhya Pradesh,No Data
ITNR5221,Intrepid Cbse Icse Tuition Classes,Dr. Ramit Chadda Spoke With Rahul,363 C-D Campus Of Milestone Public School Sector B  Sarvadha,Nagpur,431005,Madhya Pradesh,No Data
ISNR5206,Investworks,Dr. Rizwan Mobinul Haq,"Manewada Rd Durga Nagar
 Ambika Nagar Rameshwari",Nagpur,462023,Maharashtra,No Data
IMBP5156,Inviting Kitchens @Avani Traders,Dr. Sharma,Krantichandra Bhavan Vasant Theatre Road Akola HoBehind C,Bhopal,444001,Maharashtra,No Data
IICV5146,I-Nyx Institute,Dr Jitendra Shinde,Plot No.4 Sector E/1 Behind Hotel Lemon Tree Town Centre,Chandrapur,431003,Maharashtra,No Data
IBBI5043,Ipsa Couture,Dr. Y P Patel,Shivalaya Hospital Mig 58 Sumitra Parisar Phase 1 Kolar Road,Bhopal,462044,Madhya Pradesh,No Data
ITAN5213,Iqra Haj Tours Services Pvt Ltd,Dr. Richa,246/2A Near Aiims Gate No. 2 Saket Nagar Aiims Hospital,Akola,462024,Madhya Pradesh,No Data
IHAS5128,Iqra Medical City Hospital,Dr. Shrikant Nimbhorkar,Chamber 1/C 1St Floor Dr N B Khare Marg DhantoliHyatt Med,Amravati,440012,Maharashtra,No Data
ICND5078,Iraya Dental Clinic,Dr. Utkarsh Shrivastava,Trilanga T8/ 23 Nabk Off Barda K Upr,Nagpur,462023,Madhya Pradesh,No Data
ICAM5048,Irg Enterainment & Software,Dr. Vivek Som,C/O Imax Retina And Eye Care Centre Jahangirabad Near Rose,Amravati,462008,Madhya Pradesh,No Data
IDBD5086,Iris Imaging Centre,Dr. Tarun Kumar Solanki (Pediatrician),Sonagiri Petrol Pump  Ratnagiri Choraha,Bhopal,462003,Madhya Pradesh,No Data
IDBD5087,Iris Imaging Centre And Vascular Clinic,Dr. Sangeeta Gedam,Shiv Jyoti Complex Wardha Road Chhatrapati Nagarnear Santaji,Bhopal,462003,Maharashtra,No Data
IRBA5186,Irshad Biryani/ Hotel Irshad Chicken Biryani,"Dr. Sangita Renge
Dr Malvi",No Data,Bhandara,440012,Maharashtra,No Data
IANM5038,Is Architect'S,Dr. Yogesh Rathore,106 D First Floor Perfect Plaza Kolar Road Opposite Bhik,Nagpur,462042,Madhya Pradesh,No Data
IMNM5161,Isas Intrtnational Beauty School In Nagpur,Dr. Shardul Wargantiwar,Sanjay Gandhi Market Nagpur Rd Civil Lines Opp Pwd Office,Nagpur,442402,Maharashtra,No Data
IJAN5151,Isha Jewellers,Mr. Sahil  It Department,E-7/575 In Front Of Park Near Hanuman Mandir 11 Quarters Are,Akola,431005,Madhya Pradesh,No Data
ILBP5154,Isha'S Ththee Beauty Lounge,Dr. Wb Khan,19 Aali Manzil Rd Niyamatpura Idgah Hills,Bhopal,462001,Madhya Pradesh,No Data
IACR5036,Ishwar Agencies,Dr. Sangeeta Gedam,Ramdaspeth Kirana Dukan,Chhindwara,462033,Maharashtra,No Data
IHBD5131,"Ishwar Arogyam Health
 Care Center",Deshmukh Sir,Oppo. St Bus Stand Congress Nagar Road,Bhopal,444601,Maharashtra,No Data
IBBP5044,Ishwar Bakery,Dr. Wywahare,No Data,Bhopal,441904,Maharashtra,No Data
IEAP5101,Ishwar Electrical,Dr. Uday Takwale,Shakambari Complex Durga Chowk,Akola,444005,Maharashtra,No Data
IJAS5152,Ishwarlal Soni Jewellers,Mr. Sahil  It Department,Mx - 189  E-7 Arera Colony Near 11 Quarters Road Hanuman Man,Amravati,462016,Madhya Pradesh,No Data
ICBA5057,I-Tech Computers,Dr. Vinit Somanni,Mancherial  Road Civil Lines,Bhandara,441906,Maharashtra,No Data
ICCV5075,Itech Water Solution Private Limited,Dr Atul Varma,68 Raisen Rd Indrapuri C Sector Sector C Bhel,Chandrapur,462038,Madhya Pradesh,No Data
IHND5135,Itkelwar Hospital,Dr. Shreya Pahwa,11 E4 Arera Colony,Nagpur,462016,Madhya Pradesh,No Data
ICAS5054,It-Magic,Dr. Vivek Bhalerao,Plot Number 494 Central Bazar Road Ramdas PethBehind Tuli,Amravati,440010,Maharashtra,No Data
ICCV5076,Itp Computer Education,"Dr. Swati Deshwali
Nidan Clinic",Opd No 2  The Nest  Near Aakriti Business Centre Near Gu,Chandrapur,462026,Madhya Pradesh,No Data
IDBD5088,Ivory Dental Clinic,Dr. Pravir Trivedi,428 Chapru Nagar Shrusti Nagar,Bhopal,431005,Maharashtra,No Data
IDND5094,Ivory Smiles Dental Clinic Orthodontic Center,City Hosptal,Unnamed Road Gulabara Sanchar Colony,Nagpur,480001,Madhya Pradesh,No Data
JHBP5380,J B Door Hardware,Dr. Madurwar,Opp. Ramala Talav Road Beside Dr. Ghate Hospital  City,Bhopal,462026,Maharashtra,No Data
JBAP5256,J G Enterprises,Dr. R K Gupta,96 Maha Mai Rd Mahamai Ka Bagh Bagh Umrao Dulha,Aurangabad,462023,Madhya Pradesh,No Data
JACV5244,J K Aluminium & Ply,Dr Radhika Gupta,No Data,Chandrapur,456010,Madhya Pradesh,No Data
JPCV5460,J K Enterprises,Dr. Hemant Sir,Old Town Main Road Badnera Near Auto Stand,Chandrapur,444701,Maharashtra,No Data
JPCV5461,J K Enterprises,"Dr. Neelam Gulati
Obstetrician-Gynecologist",122 Vijay Market Bhel Behind Poonam Sweets,Bhandara,462022,Madhya Pradesh,No Data
JPCV5462,J K Enterprises,Dr. Manish Gupta,"7 Moti Mahal Old Kajyat 
Moti Majjid Road",Bhandara,462042,Uttar Pradesh,No Data
JPCV5463,J K Enterprises,Dr Parag Ingole,Khandelwal Bhawan Central Ave Queta Colony Lakadganj,Chandrapur,440002,Maharashtra,No Data
JPBA5451,J K Pathology Laboratory,Dr. Rupali Jaiswal,Dgtukum Jairaj Nagar Tukum Tukum Road Tukum,Bhandara,442401,Maharashtra,No Data
JSBP5499,J K Steel,Dr. Pavan Patidar,Kohefiza Hospital Physiotherapy Center Of Cmas Kohefiza Ho,Bhopal,462001,Madhya Pradesh,No Data
JSBA5495,J K Surgical & Scientific,Akshay Jaiswal,House No.36 B Pande Layout Khamla,Bhandara,440013,Maharashtra,No Data
JSBA5496,J K Surgical & Scientific,Dr. Ekata Onkar Mandlik,Plot No 73 Falke Layout Friends Colony Behind Ketan Medic,Bhandara,440013,Maharashtra,No Data
JEND5336,J M Motors,Dr. Mahesh Narad,B/H Nav Pratibha Siraspeth Siraspeth,Nagpur,440009,Maharashtra,No Data
JOBP5442,J P Hospital,Dr. Jyoti Raghuvanshi,Shop No. 6  Rajat Vihar Shopping Complex Hoshangabad Rd Dani,Bhopal,462026,Madhya Pradesh,No Data
JLBD5412,J P Vision Care,Dr. Krishna Parate,Jayant Matrina 9 New Manish Nagar,Bhopal,462003,Maharashtra,No Data
JABP5236,J S Enterprises,Dr. Rajashree,Plot No 44 Wardha Road Suyog NagarNear Tukaram Sabhagruh,Bhopal,440027,Maharashtra,No Data
JABD5236,J S Enterprises,Dr. Rajeev Madan,B/59 Kasturba Nagar Main Road Kasturba Nagar Chetak Brid,Bhopal,462024,Madhya Pradesh,No Data
JMNG5436,J V Engineering Work,Raju Sharma,27 A Great Nag Road,Nagpur,440009,Maharashtra,27AXLPS6882J1ZI
JFAN5346,J. A.& Company,Dr. Mukesh Bhargava,Get Well Clinic E-5/112 Arera Colony Main Road Arera Colony,Akola,462023,Madhya Pradesh,No Data
JGNR5364,J. D Fitness,Dr. Mansoor A Chini,Chhota Bazaar Avanti Opticals Main Rd Opp Government Hosp,Nagpur,442402,Maharashtra,No Data
JFAP5349,J. K. Furnishing,Dr. Mudita Jain,"Rkdf Medical College Hospital & Research Center
Nh12 Hoshan",Amravati,462026,Madhya Pradesh,No Data
JMNR5437,J. K. Mobile,Dr. Kanchan Sharma,E1/154 Behind Bhojpur Club Arera Colony,Nagpur,462016,Madhya Pradesh,No Data
JLNR5415,J. N. Sons Lighting Store,Dr. Narendra Kolte,W7Xw+Hxf Gol Bazar Tilak Maidan Gandhi Chowk Rd Bazar Wa,Nagpur,442402,Maharashtra,No Data
JEAS5330,J.K Enterprises,Dr. Neelam Gulati,Gulmohar  Seway Complex Shop No 54,Amravati,431005,Madhya Pradesh,No Data
JEAM5326,J.K. Electricals,Dr Neeraj,Siddhi Vinayak Clinic L G-47 Minal Shopping Mall Jk Rd Minal,Amravati,462036,Madhya Pradesh,No Data
JMAS5419,J.K. Furnishing (Ind),Dr. Vikram Kokate,1St Floor Above Madhura Xerox Panchvati Squre Aurangabad,Amravati,444603,Maharashtra,No Data
JIND5402,J.P & Sons,Dr. Lalit Mahajan,Mata Mandir Main Rd Pande Layout Khamla,Nagpur,440025,Maharashtra,No Data
JSND5507,J.P English School,Dr. Deotale,Opposite Of Khatri College Siddharth Nagar Tadoba Road Tu,Nagpur,442401,Maharashtra,No Data
JABD5237,J.P.Sharma & Associates,Dr. Rajeev Shrivastava,No 34 P N Hingana Road  Naidu Industrial Area Amar Nagar Mid,Bhopal,431005,Maharashtra,No Data
JCNR5306,J.S.M Collection,Dr Nilesh,Bhanpeth Ward Kasturba Road City Girnar Chowk,Nagpur,442402,Maharashtra,No Data
JRBP5482,Jaanu'S Kitchen,Dr. Gaurav Batni,"Uco Bank Gulmohar Gulmohar G3
Door Sanchar Colony Opposite",Bhopal,431010,Madhya Pradesh,No Data
JPUP5471,Jack & Jill,Dr. Gunjan R Kolhe,Safal Hospital Opp. Dhanwate National College Dhantoli,Ujjain,440012,Maharashtra,No Data
JPBP5457,Jack & Jill Foundation School,Dr. Inder Rajani,"Rkdf Medical College Hospital & Research Center
Nh-12 Hoshan",Bhopal,431010,Madhya Pradesh,No Data
JPCV5464,Jack And Jill Play School,Mrs. Saniya Shadab Chini,"Behind, Dr. Dhande Hospital, Beside Vaishali",Chandrapur,442401,Maharashtra,No Data
JTAA5513,Jack Tattoo Studio,Manoj Deodekar,Shop No. 01 & 02 Govind Apartment Prabha Colony Old By Pa,Aurangabad,444605,Maharashtra,No Data
JCAP5273,Jackpot Cars Aurangabad,Dr. Pratibha,Near Volkswagen Showroom In Front Of Bawadiya Kalan Phatak N,Aurangabad,462039,Madhya Pradesh,No Data
JAAS5232,Jadhao Automobiles Pvt.Ltd,Dr. Rajiv Palsodkar,Khamla Rd Main Road Opposite Sheetla Mata Mandir Pande Layou,Amravati,431005,Maharashtra,No Data
JBAP5257,Jadhao Celebrations,Dr. R K Singh,Smart City Hospital Depo Choraha,Amravati,462023,Madhya Pradesh,No Data
JWAH5533,Jadhao Palace,Dr. Bharti Ganvir,Chhatrapati Chowk Tukum Tatoba Rd Opp Biyani Petrol Pump,Amravati,442401,Maharashtra,No Data
JMAP5417,Jadhao Steel Alloys,Dr. Vikram Kokate,1St Floor Above Madhura Xerox Panchvati Squre Aurangabad,Amravati,444603,Maharashtra,No Data
JSBP5500,Jadon House,Dr Ashish Dubey,Shop No. 34 Near Gitanjali Chauraha Stt Nagar Aradhana Nagar,Bhopal,431001,Madhya Pradesh,No Data
JTBP5522,Jadon House (Tiles & Bath Boutique),Dr. Rahul Chavhan,Alpine Superspeciality Hospital Beed By Pass Road Satara Par,Bhopal,462011,Maharashtra,No Data
JHND5392,Jafri Hospital And Research Center,Dr. Lokhande,Shop No.10 Near August Homes Tilak Nagar Basant Bahar Ul,Nagpur,431007,Maharashtra,No Data
JHAP5369,Jagadamb Plywood & Hardware,Dr. Manoj Kuparne,Bypass Road Shyamnagar Bhagatsingh Chowk,Aurangabad,442401,Maharashtra,No Data
JHNR5396,Jagat Celebration,Balvindar Singh Saggu,"Plot No. 493,494,495, Nari Ring Road ,Opposite N. M. C. Wate",Nagpur,440026,Maharashtra,No Data
JCNM5304,Jagat Prakash B Ed College,Archana Lokhande,Near Mohammad Ali Petrol Pump Kamptee Road,Nagpur,440039,Maharashtra,No Data
JPBP5458,Jagdamba Enterprises,Dr. Hemant Ingale,Konika Housing Society Samruddhi Nagar Cidco N 4  Near Ganes,Bhopal,442701,Maharashtra,No Data
JHBP5381,Jagdamba Ply And Hardware,Dr. Anil Madurwar,Vivek Nagar Bazar Ward,Bhopal,442402,Maharashtra,No Data
JSBD5497,Jagdamba Stationaries,"Dr Ashish Dubey
Asthma & Respiratory Care","North T.T.Nagar
57 M L A Quarters Jawahar Chowk Landmark I",Bhopal,462011,Madhya Pradesh,No Data
JMND5426,Jagdish Band,Dr. Karan Mane,Cozmoderm  57 Central Bazar Road Bajaj Nagar,No Data,440010,Maharashtra,No Data
JMBP5426,Jagdish Band,Dr. Ketan Chaturvedi,Nicolas Tower 2Nd Ramdaspeth,Bhopal,431005,Maharashtra,No Data
JOBD5441,Jagdish Band Dj,Dr. Jyotsna R Shrivastava,E4/77 Arera Colony Bittan Market,Bhopal,462016,Madhya Pradesh,No Data
JPND5466,Jagdish Products Test Science 1981/ Jagdhish Kutir Udhyog,Dr. Harish Rath,"Rasoya Housenew Sneh Nagar 
Wardha Road Plt. No.221",Nagpur,462003,Maharashtra,No Data
JBCV5261,Jaggu Battery & Autoelectricals,Dr Pooja Balpande,Brijmohan Taori Memorial Hospital Silver Palace No1 Opposite,Chandrapur,442402,Maharashtra,No Data
JBCV5262,Jaggu Battery & Autoelectricals,Dr Pooja Balpande,No11-14 Shriram Building State Highway 26 Old Pardi Naka Cho,Chandrapur,442402,Maharashtra,No Data
JJBP5406,Jagriti Jewellers,Dr. Kunal Balpande,Nirmal Health Care Center Nirmal Nagari Building No.C2 Umred,Bhopal,431005,Maharashtra,No Data
JSCV5502,Jagtap Sports,Dr. Chaitanya Deshmukh,Aditya Enclave 5Th Floor Central Bazar Road Ramdaspeth,Chandrapur,440010,Maharashtra,No Data
JSCV5503,Jagtap Sports,Dr. Dhoke Prashant,736/H Nelson Square Rajnagar,Chandrapur,462001,Maharashtra,No Data
JHAS5372,Jahagirdar Nursing Home,Dr Manish,No Data,Amravati,441904,Maharashtra,No Data
JWAS5534,Jai Ambe Enterprises,Dr. Bharti Ganvir,Chhatrapati Chowk Tukum Tatoba Rd Opp Biyani Petrol Pump,Amravati,442401,Maharashtra,No Data
JANR5254,Jai Art And Craft,Dr. R.K Bansal,Near Nihar Complex,Nagpur,431001,Madhya Pradesh,No Data
JTBD5519,Jai Baba Tours And Travels,Dr. Chetan Nagrecha,Nagrecha Orthocare Ekori Ward Ho  Near Hotel Anuja,Bhopal,442401,Maharashtra,No Data
JDAP5311,Jai Bhagwan Motor Driving School,Dr. Nikita Vijay,J12 W High Ct Rd Laxminagar,Aurangabad,440022,Maharashtra,No Data
JABA5233,Jai Bharat Krishi Kendra,Dr. Rajesh Murkute,C/O Wagh Maternity & Brain Clinic M2 Shrika Corporate Plot N,Bhandara,462008,Maharashtra,No Data
JEBP5333,Jai Bhawani Enterprises,Dr Naval Rathi,Chota Bajar Kasturba Rd,Bhopal,431005,Maharashtra,No Data
JMCV5431,Jai Bhole Mobile Repairing And Accessories,Dr. Parag Moon,Hcgi Cancer Hospital,Chandrapur,431005,Maharashtra,No Data
JCAS5277,Jai Computer Services,Dr. Prateek Sharma,Dr. Corner Tambhakhu Bazar Near Nagar Pathology Lifeline Med,Amravati,462023,Madhya Pradesh,No Data
JTCV5523,Jai Durga Bichayat Kendra And Mandap Decoration,Dr. Chandan Tiple,7 Rajnoor Plaza Beside Bank Of  Bapat Nagar Ngp Rd Chandrapu,Chandrapur,462038,Maharashtra,No Data
JAAM5228,Jai Gajanan Auto-Deal,Dr. Raju Undirwade,Near R.K. Chowk Bhiwapur Ward,Amravati,444601,Maharashtra,No Data
JCAK5271,Jai Gajanan Commerce Classes,Dr. Pritam Ambulkar,Devki Clinic Kadambini Vihar Near Besa Swami Samarth Mandir,Akola,440034,Maharashtra,No Data
JBND5265,Jai Ganga Borewell,Dr. Priyanka Tiwari,"E8/26 Char Imli Char Imli 
 Near Sai Mandir And State Bank C",Nagpur,462043,Madhya Pradesh,No Data
JAGA5248,Jai Ganpati Jyotish Sansthanam,Mr. Pramendra Chaturvedi,C1/1Gda Complex Near Salashar Mall Citycenter,Gwalior,474011,Madhya Pradesh,No Data
JDCR5320,Jai Gurudev Balaji Furniture & Electronic,Dr. Neetu Toppo,Near Aakriti Eco City In Front Of Rudraksh Kasturi Phase 2 M,Chhindwara,431006,Madhya Pradesh,No Data
JAND5249,Jai Gurudev Jyotish Karyalaya,Dr R.K. Singh,E7/81 Rd No 12 Inbetween 11No. Sai Board And 12 No. Bus St,Nagpur,462016,Madhya Pradesh,No Data
JTBA5515,Jai Gurudev Tiles & Granite,Dr. Dattatray Saraf,295 Swapnil Sagar Apartment North Bazar Road Gokulpeth N,Bilaspur,440010,Maharashtra,No Data
JPBA5452,Jai Heramb Enterprises,"Dr. Jasbeer Kaur
Gynaecologist & Obstetrician Doctor",C/O Tripti Hospital Gufa Mandir Road Lalghati Lalghati Sq,Bilaspur,462030,Madhya Pradesh,No Data
JBBP5258,Jai Hind Bakery,Dr. Hemant Putewar,Civil Lines,Bhopal,442402,Maharashtra,No Data
JRAP5473,Jai Jai Raghuveer Samarth Ploting Center,Unknown,"Ashiyad 2, Gut No 113, Beed By Pass Road, Deolai Parisar",Aurangabad,431005,No Data,No Data
JEAA5324,Jai Mahalaxmi Electronics,Dr. Neeraj Purswani,C/O Arjn Dental Care 14 Shahajanabad,Aurangabad,462001,Madhya Pradesh,No Data
JFBA5352,Jai Mata Di Furniture,Dr. Vijay Tatod,Tathod Niwas Jawahar Nagar Tathod Mangalkaryalay Shastri,Bilaspur,444001,Maharashtra,No Data
JMAH5416,Jai Mobile Shopee,Dr. Vikram Kokate,1St Floor Above Madhura Xerox Panchvati Squre Aurangabad,Amravati,444605,Maharashtra,No Data
JCBD5283,Jai Narain College Of Technology (Jnct) Bhopal,Dr. Pooja Bansal,122 Vijay Market Bhel  Behind Poonam Sweets (Map),Bhopal,431001,Madhya Pradesh,No Data
JRAS5475,Jai Nihari Estate Agency,Dr. Ajay Jain,Smile And Shine Dental Clinic,Amravati,462016,Madhya Pradesh,No Data
JMBD5424,Jai Ortho Maternity Clinic,Dr. K G Malviya,Surabhi Parisar Complex Ayodhya Bypass Rd,Bhopal,462041,Madhya Pradesh,No Data
JPNR5470,Jai Pathology Laboratory,Dr. Gurdeep Singh,B12 Hoshangabad Rd Vidya Nagar,Nagpur,462026,Madhya Pradesh,No Data
JPAP5444,Jai Pest Control,Dr. Gaurav Jaiswal,Q22 Laxmi Vasudev Appartment Near 8 Rasta Square Laxmi Na,Aurangabad,440022,Maharashtra,No Data
JPAP5445,Jai Pest Control,Dr. Jayprakash Buch,Shop No.115/A Ground Floor Sunny Palace In Front Of Db City,Aurangabad,462001,Madhya Pradesh,No Data
